=== Job info ===
Node:     gnode13
  step 320000  loss=0.02022  exact=0.7735  pairwise=0.9919
  step 321000  loss=0.01982  exact=0.7611  pairwise=0.9927
  step 322000  loss=0.02042  exact=0.7722  pairwise=0.9927
  step 323000  loss=0.02045  exact=0.7648  pairwise=0.9928
  step 324000  loss=0.02029  exact=0.7158  pairwise=0.9926
  step 325000  loss=0.02024  exact=0.7576  pairwise=0.9927
  step 326000  loss=0.02051  exact=0.7421  pairwise=0.9928
  step 327000  loss=0.01957  exact=0.7332  pairwise=0.9928
  step 328000  loss=0.01998  exact=0.7425  pairwise=0.9926
  step 329000  loss=0.02015  exact=0.7691  pairwise=0.9922
  step 330000  loss=0.02046  exact=0.7678  pairwise=0.9925
  step 331000  loss=0.02021  exact=0.7457  pairwise=0.9926
  step 332000  loss=0.02034  exact=0.7556  pairwise=0.9927
  step 333000  loss=0.02001  exact=0.7803  pairwise=0.9927
  step 334000  loss=0.02024  exact=0.7570  pairwise=0.9931
  step 335000  loss=0.02011  exact=0.7538  pairwise=0.9927
  step 336000  loss=0.01997  exact=0.7741  pairwise=0.9927
  step 337000  loss=0.01998  exact=0.7633  pairwise=0.9925
  step 338000  loss=0.02008  exact=0.7004  pairwise=0.9917
  step 339000  loss=0.01999  exact=0.7423  pairwise=0.9924
  step 340000  loss=0.02025  exact=0.7371  pairwise=0.9928
  step 341000  loss=0.01999  exact=0.7843  pairwise=0.9925
  step 342000  loss=0.02029  exact=0.7511  pairwise=0.9926
  step 343000  loss=0.02021  exact=0.7222  pairwise=0.9929
  step 344000  loss=0.01993  exact=0.7394  pairwise=0.9927
  step 345000  loss=0.01992  exact=0.7174  pairwise=0.9928
  step 346000  loss=0.01998  exact=0.7511  pairwise=0.9927
  step 347000  loss=0.01988  exact=0.7238  pairwise=0.9926
  step 348000  loss=0.02025  exact=0.7511  pairwise=0.9929
  step 349000  loss=0.01999  exact=0.7625  pairwise=0.9926
  step 350000  loss=0.01999  exact=0.7604  pairwise=0.9930
  step 351000  loss=0.02039  exact=0.7495  pairwise=0.9927
  step 352000  loss=0.01981  exact=0.7581  pairwise=0.9928
  step 353000  loss=0.01998  exact=0.7416  pairwise=0.9932
  step 354000  loss=0.01976  exact=0.7687  pairwise=0.9930
  step 355000  loss=0.01997  exact=0.7220  pairwise=0.9918
  step 356000  loss=0.02014  exact=0.7218  pairwise=0.9928
  step 357000  loss=0.01978  exact=0.7772  pairwise=0.9921
  step 358000  loss=0.02004  exact=0.7537  pairwise=0.9927
  step 359000  loss=0.01993  exact=0.7259  pairwise=0.9925
  step 360000  loss=0.02015  exact=0.7807  pairwise=0.9929
  step 361000  loss=0.01990  exact=0.7567  pairwise=0.9930
  step 362000  loss=0.02010  exact=0.7835  pairwise=0.9926
  step 363000  loss=0.01975  exact=0.7616  pairwise=0.9924
  step 364000  loss=0.01995  exact=0.7632  pairwise=0.9930
  step 365000  loss=0.01995  exact=0.7674  pairwise=0.9931
  step 366000  loss=0.01970  exact=0.7994  pairwise=0.9925
  step 367000  loss=0.01982  exact=0.7557  pairwise=0.9926
  step 368000  loss=0.01990  exact=0.7724  pairwise=0.9925
  step 369000  loss=0.02008  exact=0.7601  pairwise=0.9928
  step 370000  loss=0.02005  exact=0.7766  pairwise=0.9927
  step 371000  loss=0.01985  exact=0.7409  pairwise=0.9929
  step 372000  loss=0.01968  exact=0.7833  pairwise=0.9930
  step 373000  loss=0.01995  exact=0.7574  pairwise=0.9927
  step 374000  loss=0.02003  exact=0.7616  pairwise=0.9927
  step 375000  loss=0.01997  exact=0.7567  pairwise=0.9931
  step 376000  loss=0.01987  exact=0.7414  pairwise=0.9931
  step 377000  loss=0.01981  exact=0.7427  pairwise=0.9931
  step 378000  loss=0.02011  exact=0.7517  pairwise=0.9928
  step 379000  loss=0.01980  exact=0.7235  pairwise=0.9928
  step 380000  loss=0.01980  exact=0.7486  pairwise=0.9928
  step 381000  loss=0.01974  exact=0.7640  pairwise=0.9930
  step 382000  loss=0.01954  exact=0.7587  pairwise=0.9924
  step 383000  loss=0.02007  exact=0.7945  pairwise=0.9927
  step 384000  loss=0.01985  exact=0.7908  pairwise=0.9924
  step 385000  loss=0.01994  exact=0.7802  pairwise=0.9916
  step 386000  loss=0.01979  exact=0.7736  pairwise=0.9930
  step 387000  loss=0.02012  exact=0.7822  pairwise=0.9929
  step 388000  loss=0.01972  exact=0.7803  pairwise=0.9930
  step 389000  loss=0.01974  exact=0.7888  pairwise=0.9928
  step 390000  loss=0.01969  exact=0.7529  pairwise=0.9931
  step 391000  loss=0.01998  exact=0.7886  pairwise=0.9927
  step 392000  loss=0.01970  exact=0.7634  pairwise=0.9929
  step 393000  loss=0.01980  exact=0.7878  pairwise=0.9920
  step 394000  loss=0.01977  exact=0.7410  pairwise=0.9927
  step 395000  loss=0.01968  exact=0.7659  pairwise=0.9928
  step 396000  loss=0.01977  exact=0.7424  pairwise=0.9928
  step 397000  loss=0.01968  exact=0.7217  pairwise=0.9917
  step 398000  loss=0.01945  exact=0.7678  pairwise=0.9930
  step 399000  loss=0.02004  exact=0.7717  pairwise=0.9931
  step 400000  loss=0.01979  exact=0.7371  pairwise=0.9931
  step 401000  loss=0.01969  exact=0.7466  pairwise=0.9928
  step 402000  loss=0.01974  exact=0.7493  pairwise=0.9927
  step 403000  loss=0.01953  exact=0.7388  pairwise=0.9927
  step 404000  loss=0.01992  exact=0.7620  pairwise=0.9932
  step 405000  loss=0.01940  exact=0.7496  pairwise=0.9927
  step 406000  loss=0.01993  exact=0.7488  pairwise=0.9921
  step 407000  loss=0.01954  exact=0.7537  pairwise=0.9926
  step 408000  loss=0.01963  exact=0.7609  pairwise=0.9929
  step 409000  loss=0.01970  exact=0.7714  pairwise=0.9932
  step 410000  loss=0.01968  exact=0.7341  pairwise=0.9922
  step 411000  loss=0.01978  exact=0.7481  pairwise=0.9929
  step 412000  loss=0.01981  exact=0.7646  pairwise=0.9926
  step 413000  loss=0.01956  exact=0.7685  pairwise=0.9930
  step 414000  loss=0.01971  exact=0.7476  pairwise=0.9924
  step 415000  loss=0.01977  exact=0.7839  pairwise=0.9927
  step 416000  loss=0.01962  exact=0.7814  pairwise=0.9929
  step 417000  loss=0.01939  exact=0.6977  pairwise=0.9920
  step 418000  loss=0.01970  exact=0.7600  pairwise=0.9931
  step 419000  loss=0.01994  exact=0.7621  pairwise=0.9932
  step 420000  loss=0.01962  exact=0.7857  pairwise=0.9923
  step 421000  loss=0.01957  exact=0.7864  pairwise=0.9928
  step 422000  loss=0.01961  exact=0.7732  pairwise=0.9932
  step 423000  loss=0.01954  exact=0.7594  pairwise=0.9924
  step 424000  loss=0.01967  exact=0.7829  pairwise=0.9928
  step 425000  loss=0.01985  exact=0.7654  pairwise=0.9925
  step 426000  loss=0.01980  exact=0.7712  pairwise=0.9931
  step 427000  loss=0.01956  exact=0.7677  pairwise=0.9928
  step 428000  loss=0.01951  exact=0.7474  pairwise=0.9930
  step 429000  loss=0.01973  exact=0.6950  pairwise=0.9919
  step 430000  loss=0.01993  exact=0.7718  pairwise=0.9934
  step 431000  loss=0.01954  exact=0.7709  pairwise=0.9924
  step 432000  loss=0.01957  exact=0.7630  pairwise=0.9930
  step 433000  loss=0.01946  exact=0.7846  pairwise=0.9929
  step 434000  loss=0.01962  exact=0.7450  pairwise=0.9928
  step 435000  loss=0.01957  exact=0.7763  pairwise=0.9919
  step 436000  loss=0.01980  exact=0.7495  pairwise=0.9930
  step 437000  loss=0.01933  exact=0.7738  pairwise=0.9930
  step 438000  loss=0.01946  exact=0.7573  pairwise=0.9924
  step 439000  loss=0.01973  exact=0.7549  pairwise=0.9932
  step 440000  loss=0.01936  exact=0.7697  pairwise=0.9930
  step 441000  loss=0.01933  exact=0.7537  pairwise=0.9927
  step 442000  loss=0.01963  exact=0.7223  pairwise=0.9929
  step 443000  loss=0.01949  exact=0.7276  pairwise=0.9930
  step 444000  loss=0.01966  exact=0.7837  pairwise=0.9928
  step 445000  loss=0.01948  exact=0.7777  pairwise=0.9931
  step 446000  loss=0.01953  exact=0.7373  pairwise=0.9928
  step 447000  loss=0.01918  exact=0.7729  pairwise=0.9930
  step 448000  loss=0.01981  exact=0.7990  pairwise=0.9927
  step 449000  loss=0.01948  exact=0.7585  pairwise=0.9929
  step 450000  loss=0.01965  exact=0.7645  pairwise=0.9927
  step 451000  loss=0.01958  exact=0.7818  pairwise=0.9929
  step 452000  loss=0.01930  exact=0.7637  pairwise=0.9931
  step 453000  loss=0.01943  exact=0.7780  pairwise=0.9930
  step 454000  loss=0.01948  exact=0.7378  pairwise=0.9927
  step 455000  loss=0.01930  exact=0.7501  pairwise=0.9930
  step 456000  loss=0.01944  exact=0.7271  pairwise=0.9925
  step 457000  loss=0.01936  exact=0.7921  pairwise=0.9929
  step 458000  loss=0.01936  exact=0.7601  pairwise=0.9927
  step 459000  loss=0.01953  exact=0.7693  pairwise=0.9925
  step 460000  loss=0.01953  exact=0.7896  pairwise=0.9932
  step 461000  loss=0.01942  exact=0.7674  pairwise=0.9928
  step 462000  loss=0.01953  exact=0.7514  pairwise=0.9929
  step 463000  loss=0.01935  exact=0.7348  pairwise=0.9933
  step 464000  loss=0.01951  exact=0.7953  pairwise=0.9926
  step 465000  loss=0.01964  exact=0.7877  pairwise=0.9931
  step 466000  loss=0.01966  exact=0.7803  pairwise=0.9929
  step 467000  loss=0.01937  exact=0.7593  pairwise=0.9927
  step 468000  loss=0.01912  exact=0.7448  pairwise=0.9931
  step 469000  loss=0.01951  exact=0.7478  pairwise=0.9932
  step 470000  loss=0.01933  exact=0.7535  pairwise=0.9932
  step 471000  loss=0.01936  exact=0.7714  pairwise=0.9929
  step 472000  loss=0.01961  exact=0.7428  pairwise=0.9931
  step 473000  loss=0.01946  exact=0.7537  pairwise=0.9930
  step 474000  loss=0.01931  exact=0.7727  pairwise=0.9916
  step 475000  loss=0.01961  exact=0.7728  pairwise=0.9934
  step 476000  loss=0.01967  exact=0.7348  pairwise=0.9932
  step 477000  loss=0.01951  exact=0.7621  pairwise=0.9929
  step 478000  loss=0.01938  exact=0.7559  pairwise=0.9929
  step 479000  loss=0.01945  exact=0.7590  pairwise=0.9932
  step 480000  loss=0.01932  exact=0.7580  pairwise=0.9927
  step 481000  loss=0.01936  exact=0.7437  pairwise=0.9930
  step 482000  loss=0.01941  exact=0.7640  pairwise=0.9927
  step 483000  loss=0.01912  exact=0.7491  pairwise=0.9927
  step 484000  loss=0.01947  exact=0.7864  pairwise=0.9929
  step 485000  loss=0.01954  exact=0.7838  pairwise=0.9927
  step 486000  loss=0.01932  exact=0.7696  pairwise=0.9930
  step 487000  loss=0.01943  exact=0.8076  pairwise=0.9932
  step 488000  loss=0.01939  exact=0.7245  pairwise=0.9932
  step 489000  loss=0.01967  exact=0.7455  pairwise=0.9930
  step 490000  loss=0.01960  exact=0.7441  pairwise=0.9923
  step 491000  loss=0.01918  exact=0.7233  pairwise=0.9930
  step 492000  loss=0.01921  exact=0.7808  pairwise=0.9926
  step 493000  loss=0.01926  exact=0.7208  pairwise=0.9928
  step 494000  loss=0.01945  exact=0.7743  pairwise=0.9925
  step 495000  loss=0.01932  exact=0.7811  pairwise=0.9924
  step 496000  loss=0.01924  exact=0.7365  pairwise=0.9928
  step 497000  loss=0.01941  exact=0.7286  pairwise=0.9929
  step 498000  loss=0.01916  exact=0.7477  pairwise=0.9929
  step 499000  loss=0.01911  exact=0.7656  pairwise=0.9927
  step 500000  loss=0.01929  exact=0.7759  pairwise=0.9934

Done. Best exact match: 0.8076
Results in: runs/retrain_er_n40_485352/n40_p005_diam11
